"Table 2.15 Head Count and Full-Time Equivalent Enrollment by Degree Category, Fall 2019",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
All Member Schools,,,,,,,,,,,,,,,
,,MDiv,,"Ministerial
Non-MDiv",,"General
Theological",,"Advanced
Ministerial",,"Advanced
Research",,Other,,Total,
,,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE,HC,FTE
Abilene Christian University Graduate School of Theology,,97,48,66,29,27,12,24,8,0,0,0,0,214,97
Academy for Jewish Religion,,47,25,3,1,0,0,0,0,0,0,0,0,50,26
Acadia Divinity College,,41,26,0,0,26,9,35,12,0,0,68,20,170,67
Alliance Theological Seminary,,280,129,86,36,116,66,64,21,0,0,6,2,552,254
Ambrose Seminary of Ambrose University,,46,24,48,23,2,1,0,0,0,0,0,0,96,48
"America Evangelical University Graduate School of
Theology",,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Baptist Seminary of the West,,16,10,0,0,0,0,22,7,0,0,5,5,43,22
Anabaptist Mennonite Biblical Seminary,,51,29,8,5,15,10,0,0,0,0,14,3,88,47
Anderson University School of Theology,,39,30,12,8,10,5,0,0,0,0,0,0,61,43
Antiochian House of Studies,,0,0,0,0,0,0,0,0,136,136,105,105,241,241
Aquinas Institute of Theology,,19,16,27,15,22,14,32,11,0,0,15,7,115,63
Asbury Theological Seminary,,742,617,332,238,216,151,236,79,123,123,57,23,"1,706","1,231"
Ashland Theological Seminary,,78,38,149,95,13,6,31,10,0,0,11,11,282,160
Assemblies of God Theological Seminary,,37,32,49,32,16,10,104,49,77,77,0,0,283,200
Associated Canadian Theological Schools,,56,35,74,49,224,127,20,7,4,1,0,0,378,219
Athenaeum of Ohio,,72,70,29,12,21,11,0,0,0,0,91,60,213,153
Atlantic School of Theology,,53,29,0,0,13,3,0,0,0,0,29,9,95,41
Augustine Institute,,0,0,18,15,292,121,0,0,0,0,18,8,328,144
Austin Presbyterian Theological Seminary,,84,74,28,14,9,7,27,9,0,0,4,2,152,106
Azusa Pacific Seminary,,166,165,40,33,12,10,65,22,0,0,0,0,283,230
B. H. Carroll Theological Institute,,11,7,34,27,44,13,2,1,35,35,0,0,126,83
Baptist Missionary Association Theological Seminary,,25,20,9,8,31,20,0,0,0,0,0,0,65,48
Baptist Seminary of Kentucky,,30,26,0,0,0,0,0,0,0,0,0,0,30,26
Barry University Department of Theology and Philosophy,,0,0,40,13,0,0,27,9,0,0,0,0,67,22
Beeson Divinity School of Samford University,,120,105,0,0,12,9,21,7,0,0,0,0,153,121
Berkeley Divinity School,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bethany Theological Seminary,,32,20,0,0,11,9,0,0,0,0,19,11,62,40
Bethel Seminary of Bethel University,,141,62,188,111,70,31,73,24,0,0,17,1,489,229
"Bexley Hall Seabury-Western Theological Seminary
Federation, Inc.",,32,27,0,0,0,0,31,10,0,0,0,0,63,37
Boston College School of Theology and Ministry,,56,55,80,53,67,60,0,0,14,12,65,39,282,219
Boston University School of Theology,,164,161,1,1,36,36,58,19,65,64,0,0,324,281
Briercrest College and Seminary,,10,9,90,64,8,6,0,0,0,0,0,0,108,79
Brite Divinity School,,94,68,11,7,12,10,21,7,28,26,2,2,168,120
Byzantine Catholic Seminary of SS. Cyril and Methodius,,13,12,20,7,0,0,0,0,0,0,3,1,36,20
Calvin Theological Seminary,,120,112,27,21,24,21,0,0,70,70,54,19,295,243
Campbell University Divinity School,,85,72,14,7,0,0,28,9,0,0,5,0,132,88
Canadian Reformed Theological Seminary,,20,20,0,0,0,0,0,0,0,0,0,0,20,20
Canadian Southern Baptist Seminary,,17,10,3,2,8,5,0,0,0,0,10,3,38,20
Candler School of Theology of Emory University,,301,285,9,9,45,36,89,30,23,22,3,2,470,384
Carey Theological College,,62,38,47,28,0,0,12,4,0,0,0,0,121,70
Catholic Distance University Graduate School of Theology,,0,0,17,17,73,60,0,0,0,0,30,17,120,94
Catholic Theological Union,,106,85,77,37,23,11,26,9,0,0,0,0,232,142
"Catholic University of America School of Theology and
Religious Studies",,104,99,11,6,11,10,27,9,108,108,0,0,261,232
Central Baptist Theological Seminary,,156,150,17,17,10,9,83,28,0,0,130,130,396,334
Central Baptist Theological Seminary of Minneapolis,,33,8,0,0,11,8,5,2,2,1,0,0,51,19
Chapman Seminary,,4,2,0,0,0,0,2,1,0,0,0,0,6,3
Chicago Theological Seminary,,166,94,2,2,20,11,19,6,47,44,7,3,261,160
