col_0,col_1,col_2,col_3,col_4,col_5,Expenditures,col_7,LT,col_9,col_10,Library,col_12,col_13,col_14,col_15
,,,,Prov./,,E&G,Total,Invest,Faculty,,Volumes,Enrollment,,MDiv,
Name,Status,IUC,Race,State,Denom,$thousands,,$millions,FT,FTE,(000),HC,FTE,Tuition,Fees
Robert E. Webber Institute for Worship Studies,CAND,I,W,FL,INTER,918,918,0,1,13,10,164,162,0,0
Sacred Heart Major Seminary,ACCRED,I,W,MI,RC,5687,5687,0,13,18,160,138,87,29539,0
Sacred Heart Seminary and School of Theology,ACCRED,I,V,WI,RC,6684,7525,11,14,18,0,122,98,19670,975
Saint John's Seminary (MA),ACCRED,C,W,MA,RC,6964,6964,40,8,8,173,77,66,13590,6825
Saint John's University School of Theology and Seminary,ACCRED,C,W,MN,RC,3641,3848,23,1,2,434,100,66,17100,300
Saint Mary Seminary and Graduate School of Theology,ACCRED,I,W,OH,RC,2950,2971,1,10,12,81,91,60,10120,0
Saint Meinrad School of Theology,ACCRED,I,W,IN,RC,9186,11762,46,16,24,181,177,150,27714,3100
Saint Paul School of Theology,ACCRED,I,W,KS,UMC,4028,4028,33,7,13,8,96,62,16775,1200
Saint Paul Seminary School of Divinity,ACCRED,U,W,MN,RC,8213,8213,31,11,14,106,122,99,23856,68
Saint Paul University Faculty of Theology,ACCRED,U,N,ON,RC,0,0,0,0,0,0,0,0,5279,885
Saint Vincent Seminary,ACCRED,C,W,PA,RC,2506,2846,13,5,13,99,46,44,30178,45
Samuel DeWitt Proctor School of Theology,ACCRED,C,B,VA,BAPT,2170,2170,0,14,18,131,293,247,13988,1025
San Francisco Theological Seminary,ACCRED,I,W,CA,PCUSA,8900,11304,32,10,12,0,97,47,18000,100
Seattle Pacific Seminary,ACCRED,U,N,WA,FRMECH,819,819,0,15,16,311,55,27,20448,30
The Seattle School of Theology and Psychology,ACCRED,I,W,WA,NONDEN,6963,6983,0,8,12,21,261,237,13500,1335
Seattle University School of Theology and Ministry,ACCRED,U,W,WA,INTER,4415,4415,12,8,17,81,162,88,11538,855
Seminary of the Southwest,ACCRED,I,W,TX,EPISC,7964,8048,42,16,19,122,130,96,16200,515
Seventh-day Adventist Theological Seminary,ACCRED,U,V,MI,SDADV,12419,13345,0,44,61,320,1005,713,9257,1104
Shaw University Divinity School,ACCRED,U,n/a,NC,GBAPTNC,1348,1436,0,6,11,17,99,92,10404,2784
Shepherds Theological Seminary,ACCRED,I,W,NC,NONDEN,2300,2300,0,7,8,25,106,86,8040,450
Sioux Falls Seminary,ACCRED,I,W,SD,NABAPC,2082,3453,2,5,5,60,427,262,3600,0
Southeastern Baptist Theological Seminary,ACCRED,I,W,NC,SBC,27749,33402,36,45,59,239,2354,1393,5872,610
Southeastern University School of Divinity,CAND,U,N,FL,AOG,923,991,0,8,10,95,298,155,13365,370
Southern Baptist Theological Seminary,ACCRED,I,W,KY,SBC,36534,47983,99,54,71,500,3343,1775,9504,684
Southwestern Baptist Theological Seminary,ACCRED,I,N,TX,SBC,35225,43411,150,50,67,1560,2479,1413,8653,700
SS. Cyril & Methodius Seminary,ACCRED,I,W,MI,RC,1016,1180,2,2,9,81,28,21,18308,18174
St. Andrew's College,ACCRED,I,W,SK,UCCAN,1922,1922,4,5,5,37,24,10,6750,134
St. Augustine's Seminary of Toronto,ACCRED,I,N,ON,RC,6018,6623,14,13,20,48,143,73,6020,1047
St. Bernard's School of Theology and Ministry,ACCRED,I,W,NY,RC,1199,1199,5,4,7,78,68,40,16175,170
St. Charles Borromeo Seminary,ACCRED,I,W,PA,RC,4830,5139,9,21,25,120,120,88,22727,1313
St. John Vianney Theological Seminary,ACCRED,I,W,CO,RC,6439,6439,32,20,22,182,49,49,23097,0
St. John's Seminary (CA),ACCRED,I,H,CA,RC,8184,8320,95,22,28,79,104,103,20200,0
St. Joseph's Seminary,ACCRED,I,W,NY,RC,7924,8913,60,20,29,110,190,174,16800,0
St. Mark's College,ACCRED,I,W,BC,RC,1904,1904,3,1,3,32,32,16,0,0
St. Mary's Seminary and University,ACCRED,I,W,MD,RC,8080,8310,98,11,25,165,171,103,21660,575
St. Patrick's Seminary and University,ACCRED,I,W,CA,RC,6146,6146,38,4,4,180,50,50,19795,0
St. Peter's Seminary,ACCRED,I,N,ON,RC,3911,4243,21,11,15,71,46,34,6051,1636
St. Stephen's College,ASSOC,I,W,AB,UCCAN,988,1024,0,0,10,0,128,60,0,0
St. Thomas University School of Theology and Ministry,CAND,U,N,FL,RC,1608,1645,2,5,5,0,46,44,9666,0
St. Tikhon's Orthodox Theological Seminary,ACCRED,I,W,PA,OCA,2471,2471,2,5,9,48,43,43,3780,400
St. Vincent de Paul Regional Seminary,ACCRED,I,W,FL,RC,5995,6851,26,18,22,74,131,127,22000,1140
St. Vladimir's Orthodox Theological Seminary,ACCRED,I,W,NY,OCA,4809,5876,13,6,13,200,85,69,12000,600
Starr King School for the Ministry,ACCRED,I,W,CA,UUA,3384,3384,7,8,17,0,86,74,17400,35
Talbot School of Theology,ACCRED,U,W,CA,INTER,25507,28532,0,62,71,327,1195,576,16669,0
Taylor College and Seminary,ACCRED,I,W,AB,NABAPC,1887,2028,11,3,5,57,72,32,8880,0
Toronto School of Theology,ACCRED,I,n/a,ON,INTER,1678,1683,3,1,1,0,0,0,0,0
Trinity College Faculty of Divinity,ACCRED,C,N,ON,ANGL,2984,2984,0,4,11,204,86,45,6020,2547
Trinity Episcopal School for Ministry,ACCRED,I,W,PA,EPISC,6118,6271,24,11,29,95,176,85,16350,600
Trinity Evangelical Divinity School,ACCRED,U,W,IL,EFCA,17325,17505,23,35,53,217,811,642,14400,125
